Media Source,Campaign,Campaign Id,Cohort Day,Users,Cost,Average eCPI,roas - Rate - day 0 - partial,roas - Rate - day 1 - partial,roas - Rate - day 2 - partial,roas - Rate - day 3 - partial,roas - Rate - day 4 - partial,roas - Rate - day 5 - partial,roas - Rate - day 6 - partial,roas - Rate - day 7 - partial,roas - Rate - day 8 - partial,roas - Rate - day 9 - partial,roas - Rate - day 10 - partial,roas - Rate - day 11 - partial,roas - Rate - day 12 - partial,roas - Rate - day 13 - partial,roas - Rate - day 14 - partial,roas - Rate - day 15 - partial,roas - Rate - day 16 - partial,roas - Rate - day 17 - partial,roas - Rate - day 18 - partial,roas - Rate - day 19 - partial,roas - Rate - day 20 - partial,roas - Rate - day 21 - partial,roas - Rate - day 22 - partial,roas - Rate - day 23 - partial,roas - Rate - day 24 - partial,roas - Rate - day 25 - partial,roas - Rate - day 26 - partial,roas - Rate - day 27 - partial,roas - Rate - day 28 - partial
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-09,162,95.05,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-09,166,123.81,0.75,37.69,44.18,46.85,47.74,49.16,50.03,50.27,50.81,51.23,51.25,51.89,55.04,55.97,56.62,57.03,57.26,57.73,58.27,58.59,59.02,59.38,59.69,60.2,61.02,62.15,63.05,63.75,63.75,63.75
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-10,250,153.11,0.61,42.3,50.51,54.47,57.66,61.31,63.47,64.83,66.62,67.86,69.24,70.82,71.98,72.7,72.95,73.78,74.42,75.14,75.56,75.9,76.11,76.39,76.83,77.22,77.77,78.33,79.06,79.06,79.06,79.06
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-11,235,156.55,0.67,40.36,50.98,57.39,63.67,65.86,68.49,71.53,73.83,75.54,76.84,78.7,80.75,82.78,84.69,86.42,87.59,89.12,91.37,93.18,94.63,95.85,96.72,98.53,99.68,101.28,101.28,101.28,101.28,101.28
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-12,216,149.41,0.69,35.28,46.21,53.48,57.43,62.01,65.05,68.19,69.97,71.56,72.53,75.16,76.12,77.21,78.41,79.56,80.46,81.79,82.29,83.08,83.7,84.18,85.25,86.09,86.8,86.8,86.8,86.8,86.8,86.8
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-13,277,156.99,0.57,44.39,56.18,62.31,67.59,70.91,73.38,75.67,77.14,78.03,79.67,81.81,83.13,84.37,85.34,86.11,87.18,88.41,90.15,92.45,93.71,95.86,97.2,99.05,99.05,99.05,99.05,99.05,99.05,99.05
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-14,250,150.34,0.6,45.16,53.01,57.87,61.1,64.07,65.92,67.63,69.34,69.91,71.0,72.06,73.35,73.77,74.18,75.12,75.46,75.83,76.4,76.78,77.79,78.74,79.78,79.78,79.78,79.78,79.78,79.78,79.78,79.78
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-15,209,144.89,0.69,33.71,41.7,44.31,46.15,47.04,48.5,49.45,51.16,53.01,54.27,55.16,55.99,56.62,57.59,58.45,59.11,59.69,60.44,61.57,63.48,64.58,64.58,64.58,64.58,64.58,64.58,64.58,64.58,64.58
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-16,238,147.44,0.62,45.93,57.61,60.39,62.86,66.47,68.42,70.5,72.72,74.27,75.5,76.37,77.3,77.77,78.2,78.62,78.94,79.6,80.31,80.96,81.74,81.74,81.74,81.74,81.74,81.74,81.74,81.74,81.74,81.74
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-17,218,145.58,0.67,36.74,43.4,47.29,50.2,51.84,53.58,55.07,55.85,57.3,58.32,58.76,59.17,59.73,60.28,60.62,60.86,61.42,61.87,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-18,217,155.35,0.72,30.4,38.83,43.19,46.73,47.98,49.65,51.02,53.1,54.56,56.2,57.14,58.4,59.21,59.75,60.79,61.38,62.11,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-19,241,151.91,0.63,29.26,38.77,46.92,51.85,56.42,59.8,63.06,66.18,69.36,72.15,74.0,75.61,76.97,79.17,81.03,82.85,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-20,260,157.25,0.6,39.55,46.33,49.55,52.08,55.22,57.15,58.63,59.73,61.05,62.37,63.37,64.31,65.45,66.82,68.22,69.24,69.24,69.24,69.24,69.24,69.24,69.24,69.24,69.24,69.24,69.24,69.24,69.24,69.24
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-21,254,151.36,0.6,36.95,48.68,55.24,59.21,62.08,64.22,65.77,67.48,68.72,69.78,70.54,71.22,72.59,74.09,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76,75.76
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-22,260,165.11,0.64,40.19,50.19,57.42,62.06,65.86,68.39,70.76,72.48,74.6,76.1,78.63,80.86,83.62,86.07,86.07,86.07,86.07,86.07,86.07,86.07,86.07,86.07,86.07,86.07,86.07,86.07,86.07,86.07,86.07
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-23,320,204.79,0.64,37.23,49.42,56.38,61.8,65.3,69.08,72.09,73.47,74.94,76.11,77.86,80.57,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23,82.23
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-24,293,209.63,0.72,35.47,45.55,52.22,56.44,59.55,61.65,63.48,64.37,65.13,66.13,67.43,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35,68.35
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-25,313,213.81,0.68,38.67,50.04,55.53,59.48,63.74,67.53,69.88,72.27,74.53,76.77,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34,78.34
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-26,287,170.0,0.59,35.51,46.56,57.04,63.1,68.46,72.18,74.98,78.61,82.72,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97,86.97
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-27,179,112.37,0.63,52.55,63.3,66.74,70.49,74.3,76.88,80.16,82.58,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12,85.12
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-28,248,151.99,0.61,30.11,38.26,43.4,47.76,50.28,55.35,58.86,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-01,313,218.05,0.7,30.11,38.05,42.87,45.96,49.53,51.93,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79,54.79
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-02,373,230.87,0.62,37.24,47.29,53.02,58.55,64.94,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-03,360,230.11,0.64,43.77,55.06,63.04,68.49,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02,72.02
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-04,333,227.31,0.68,27.67,37.23,44.77,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42,50.42
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-05,324,203.04,0.63,20.93,27.61,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-06,331,209.7,0.63,20.88,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-07,334,196.94,0.59,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56,24.56
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-08,307,199.03,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-09,219,114.07,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-22,16,7.7,0.48,49.62,73.44,77.12,79.78,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-23,95,30.12,0.32,59.6,100.17,113.05,129.77,140.11,148.08,150.9,152.11,152.84,154.03,155.89,157.51,160.46,160.46,160.46,160.46,160.46,160.46,160.46,160.46,160.46,160.46,160.46,160.46,160.46,160.46,160.46,160.46,160.46
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-24,82,31.03,0.38,53.13,74.49,91.09,102.07,108.45,110.31,111.92,113.14,114.5,118.58,123.85,126.82,126.82,126.82,126.82,126.82,126.82,126.82,126.82,126.82,126.82,126.82,126.82,126.82,126.82,126.82,126.82,126.82,126.82
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-25,74,31.89,0.43,55.58,82.46,93.17,105.97,115.89,124.43,130.69,133.39,138.47,143.26,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05,147.05
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-26,86,30.47,0.35,62.23,73.03,88.19,93.6,99.39,103.93,107.73,113.03,119.22,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71,123.71
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-27,87,30.16,0.35,65.29,90.12,95.1,104.0,111.55,120.35,127.45,132.69,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05,137.05
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-28,66,30.38,0.46,58.41,71.05,82.15,84.6,86.16,89.35,94.9,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-01,98,58.8,0.6,29.51,38.46,44.09,47.39,52.02,56.96,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-02,178,103.51,0.58,34.02,50.22,57.67,64.76,71.62,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44,75.44
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-03,157,101.81,0.65,25.47,41.42,48.31,55.36,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59,62.59
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-04,147,107.87,0.73,29.52,40.25,48.1,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-05,174,101.19,0.58,28.44,39.39,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24,46.24
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-06,154,103.57,0.67,28.94,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-07,176,96.95,0.55,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-08,134,75.72,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-09,73,21.57,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-10,100,9.65,0.1,51.9,60.88,61.52,62.87,62.87,63.09,63.17,63.48,63.63,64.18,64.42,64.72,64.74,64.83,65.07,65.15,65.33,65.79,67.4,68.17,69.01,69.23,69.31,69.42,69.54,69.71,69.71,69.71,69.71
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-11,682,55.77,0.08,42.15,48.36,52.69,56.24,57.93,59.38,60.51,61.06,61.5,61.65,61.95,62.03,62.28,63.02,63.68,64.7,65.05,65.41,65.93,66.31,66.44,66.69,67.08,67.51,68.17,68.17,68.17,68.17,68.17
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-12,661,51.1,0.08,39.84,48.81,53.73,56.59,58.88,60.87,62.9,64.41,65.22,65.96,67.04,68.33,69.63,70.65,71.68,72.55,73.07,73.63,74.3,74.89,75.36,76.39,77.08,78.65,78.65,78.65,78.65,78.65,78.65
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-13,701,51.3,0.07,45.67,61.98,68.12,72.89,75.85,77.42,79.11,80.37,81.42,82.37,83.59,84.82,85.76,86.75,88.05,89.05,90.13,90.97,91.71,92.44,93.55,94.47,95.58,95.58,95.58,95.58,95.58,95.58,95.58
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-14,735,50.8,0.07,45.99,56.2,61.54,66.07,68.69,70.56,72.43,73.0,73.44,74.13,74.81,75.79,76.51,77.15,77.95,78.78,79.34,80.24,81.0,82.17,83.09,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-15,756,50.14,0.07,53.84,61.9,69.15,73.04,74.95,77.69,78.73,79.31,80.46,82.04,83.83,85.14,86.0,86.63,87.52,88.35,89.35,90.3,91.52,92.81,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-16,793,50.18,0.06,53.29,65.04,72.18,76.05,79.59,82.4,84.1,86.58,89.93,92.03,93.65,95.42,96.86,98.26,99.47,100.98,101.93,103.38,104.63,106.15,106.15,106.15,106.15,106.15,106.15,106.15,106.15,106.15,106.15
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-17,689,49.04,0.07,57.08,70.93,77.96,81.86,86.08,90.21,93.77,97.38,101.47,104.62,106.43,108.25,109.69,111.03,112.36,113.65,115.49,116.86,118.48,118.48,118.48,118.48,118.48,118.48,118.48,118.48,118.48,118.48,118.48
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-18,745,47.44,0.06,56.88,68.08,73.81,78.26,80.97,83.19,84.92,86.28,87.25,87.93,88.9,89.69,90.31,91.42,91.96,92.98,94.22,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.46
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-19,742,51.12,0.07,59.03,70.5,78.85,83.56,87.73,91.41,93.59,96.01,97.97,99.97,102.46,104.1,105.93,107.15,109.2,111.19,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-20,774,51.45,0.07,42.96,53.93,59.75,65.15,69.55,73.31,75.63,78.2,80.5,82.05,83.36,84.85,87.01,89.29,91.04,92.43,92.43,92.43,92.43,92.43,92.43,92.43,92.43,92.43,92.43,92.43,92.43,92.43,92.43
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-21,812,50.74,0.06,45.06,55.72,65.65,72.44,77.0,80.88,84.48,86.83,88.59,90.01,91.65,92.96,95.04,97.31,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-22,844,50.62,0.06,57.8,74.67,82.92,87.68,90.95,94.03,96.47,98.46,100.15,101.44,102.53,104.63,106.19,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-23,761,49.48,0.07,58.48,71.95,78.75,85.97,90.39,95.56,99.46,101.47,103.83,104.95,107.41,109.55,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-24,705,48.16,0.07,57.71,70.95,78.95,87.77,93.2,95.92,97.33,99.13,100.36,102.13,104.1,106.77,106.77,106.77,106.77,106.77,106.77,106.77,106.77,106.77,106.77,106.77,106.77,106.77,106.77,106.77,106.77,106.77,106.77
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-25,744,48.43,0.07,64.43,76.64,85.59,93.18,97.38,100.57,103.62,106.86,109.9,112.58,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-26,700,50.6,0.07,58.83,71.74,79.55,83.64,85.94,88.42,90.27,92.92,95.88,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-27,744,51.31,0.07,49.03,61.26,69.62,73.86,77.74,81.1,85.61,89.21,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-28,790,51.27,0.06,64.13,80.89,89.74,96.58,101.43,106.35,110.42,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-01,756,50.53,0.07,42.91,54.95,63.79,69.53,75.82,80.06,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-02,750,49.43,0.07,44.23,55.16,61.85,69.19,73.59,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09,77.09
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-03,718,47.49,0.07,44.81,55.3,64.33,72.4,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13,79.13
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-04,668,49.37,0.07,35.0,45.47,52.31,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96
