Media Source,Campaign,Campaign Id,Cohort Day,Users,Cost,Average eCPI,revenue - sum - day 0 - partial,revenue - sum - day 1 - partial,revenue - sum - day 2 - partial,revenue - sum - day 3 - partial,revenue - sum - day 4 - partial,revenue - sum - day 5 - partial,revenue - sum - day 6 - partial,revenue - sum - day 7 - partial,revenue - sum - day 8 - partial,revenue - sum - day 9 - partial,revenue - sum - day 10 - partial,revenue - sum - day 11 - partial,revenue - sum - day 12 - partial,revenue - sum - day 13 - partial,revenue - sum - day 14 - partial,revenue - sum - day 15 - partial,revenue - sum - day 16 - partial,revenue - sum - day 17 - partial,revenue - sum - day 18 - partial,revenue - sum - day 19 - partial,revenue - sum - day 20 - partial,revenue - sum - day 21 - partial,revenue - sum - day 22 - partial,revenue - sum - day 23 - partial,revenue - sum - day 24 - partial,revenue - sum - day 25 - partial,revenue - sum - day 26 - partial,revenue - sum - day 27 - partial,revenue - sum - day 28 - partial
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-23,299,212.66,0.71,70.02,84.85,95.37,102.64,108.36,113.2,116.33,118.5,120.91,124.29,127.74,130.78,134.07,134.07,134.07,134.07,134.07,134.07,134.07,134.07,134.07,134.07,134.07,134.07,134.07,134.07,134.07,134.07,134.07
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-24,311,215.39,0.69,95.03,119.87,133.78,149.46,161.42,169.08,175.13,181.6,185.56,193.4,198.9,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-25,296,219.48,0.74,67.74,81.5,92.24,98.36,102.88,105.79,108.53,111.5,114.37,117.09,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-26,298,205.09,0.69,75.72,98.65,112.9,124.86,130.17,136.48,140.35,145.31,149.15,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73,153.73
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-27,351,206.25,0.59,71.46,93.2,105.69,115.46,125.03,133.21,140.06,147.8,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76,154.76
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-28,278,203.37,0.73,64.32,79.33,86.63,90.95,97.22,101.56,105.15,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48,108.48
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-03-01,237,197.92,0.84,56.73,65.55,71.99,75.45,79.06,85.26,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88,88.88
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-03-02,250,191.61,0.77,39.09,51.07,57.27,63.64,69.2,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44,74.44
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-03-03,251,195.09,0.78,53.73,67.62,77.57,87.93,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-03-04,244,199.78,0.82,41.98,55.33,64.19,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25,70.25
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-03-05,293,202.57,0.69,29.26,37.41,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88,42.88
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-03-06,280,199.72,0.71,35.14,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44,47.44
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-03-07,200,205.47,1.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03,36.03
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-03-08,257,199.75,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-03-09,230,116.2,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0223_ON_Bid,2.385301653676023e+16,2023-02-25,2,0.96,0.48,0.16,0.18,0.21,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0223_ON_Bid,2.385301653676023e+16,2023-02-27,6,0.99,0.17,1.01,1.4,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0223_ON_Bid,2.385301653676023e+16,2023-02-28,1,0.89,0.89,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0223_ON_Bid,2.385301653676023e+16,2023-03-01,2,1.28,0.64,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0223_ON_Bid,2.385301653676023e+16,2023-03-02,5,1.14,0.23,1.72,2.13,2.85,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0223_ON_Bid,2.385301653676023e+16,2023-03-04,2,0.69,0.35,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0223_ON_Bid,2.385301653676023e+16,2023-03-05,3,0.69,0.23,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0223_ON_Bid,2.385301653676023e+16,2023-03-06,2,0.31,0.16,0.08,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
bytedanceglobal_int,Messcleaner_BR_AAA_Install_20230302,1759250228152338.0,2023-03-02,119,6.09,0.05,3.2,3.93,3.96,3.99,4.03,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06
bytedanceglobal_int,Messcleaner_BR_AAA_Install_20230302,1759250228152338.0,2023-03-03,845,50.0,0.06,15.36,16.87,18.29,20.15,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92
bytedanceglobal_int,Messcleaner_BR_AAA_Install_20230302,1759250228152338.0,2023-03-04,746,50.0,0.07,10.39,12.84,14.5,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23
bytedanceglobal_int,Messcleaner_BR_AAA_Install_20230302,1759250228152338.0,2023-03-05,835,50.0,0.06,10.31,12.42,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67,13.67
bytedanceglobal_int,Messcleaner_BR_AAA_Install_20230302,1759250228152338.0,2023-03-06,657,39.78,0.06,7.41,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98
bytedanceglobal_int,Messcleaner_BR_AAA_Install_20230302,1759250228152338.0,2023-03-07,864,50.0,0.06,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04
bytedanceglobal_int,Messcleaner_BR_AAA_Install_20230302,1759250228152338.0,2023-03-08,879,50.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bytedanceglobal_int,Messcleaner_BR_AAA_Install_20230302,1759250228152338.0,2023-03-09,595,11.77,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bytedanceglobal_int,Messcleaner_MX_AAA_Install_20230302,1759250702350385.0,2023-03-02,41,3.94,0.1,2.26,3.96,4.88,5.36,5.95,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21
bytedanceglobal_int,Messcleaner_MX_AAA_Install_20230302,1759250702350385.0,2023-03-03,957,49.98,0.05,26.93,33.55,37.46,40.14,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73
bytedanceglobal_int,Messcleaner_MX_AAA_Install_20230302,1759250702350385.0,2023-03-04,1031,49.89,0.05,22.63,30.32,35.62,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02,39.02
bytedanceglobal_int,Messcleaner_MX_AAA_Install_20230302,1759250702350385.0,2023-03-05,1092,49.71,0.05,18.92,24.76,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03,29.03
bytedanceglobal_int,Messcleaner_MX_AAA_Install_20230302,1759250702350385.0,2023-03-06,1131,50.0,0.04,19.89,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13,26.13
bytedanceglobal_int,Messcleaner_MX_AAA_Install_20230302,1759250702350385.0,2023-03-07,1143,50.0,0.04,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64
bytedanceglobal_int,Messcleaner_MX_AAA_Install_20230302,1759250702350385.0,2023-03-08,942,50.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bytedanceglobal_int,Messcleaner_MX_AAA_Install_20230302,1759250702350385.0,2023-03-09,705,10.88,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bytedanceglobal_int,Messcleaner_MX_AAA_RO_20230306图片,1759605251406898.0,2023-03-06,148,8.69,0.06,3.77,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88
bytedanceglobal_int,Messcleaner_MX_AAA_RO_20230306图片,1759605251406898.0,2023-03-07,213,10.74,0.05,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
bytedanceglobal_int,Messcleaner_MX_AAA_RO_20230306图片,1759605251406898.0,2023-03-08,169,8.75,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bytedanceglobal_int,Messcleaner_MX_AAA_RO_20230306图片,1759605251406898.0,2023-03-09,213,6.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bytedanceglobal_int,Messcleaner_MX_AAA_RO_20230306视频,1759605032579074.0,2023-03-06,31,2.18,0.07,0.66,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
bytedanceglobal_int,Messcleaner_MX_AAA_RO_20230306视频,1759605032579074.0,2023-03-07,165,8.58,0.05,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74
bytedanceglobal_int,Messcleaner_MX_AAA_RO_20230306视频,1759605032579074.0,2023-03-08,94,5.2,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bytedanceglobal_int,Messcleaner_MX_AAA_RO_20230306视频,1759605032579074.0,2023-03-09,164,2.36,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bytedanceglobal_int,Messcleaner_US_CBO_Install_20230307,1759606036378641.0,2023-03-07,104,99.13,0.95,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66,15.66
bytedanceglobal_int,Messcleaner_US_CBO_Install_20230307,1759606036378641.0,2023-03-08,106,99.19,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bytedanceglobal_int,Messcleaner_US_CBO_Install_20230307,1759606036378641.0,2023-03-09,88,26.16,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210,1757435127985202.0,2023-02-10,3,12.54,4.18,1.81,2.44,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210,1757435127985202.0,2023-02-11,28,99.62,3.56,4.13,4.62,6.7,9.33,10.41,11.6,12.82,13.69,14.04,15.55,16.72,18.2,19.18,19.66,19.94,20.08,20.46,20.68,20.83,20.98,21.14,21.33,21.79,22.28,22.72,22.72,22.72,22.72,22.72
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210,1757435127985202.0,2023-02-12,35,99.31,2.84,10.6,12.84,13.63,13.77,13.91,13.96,14.48,14.51,14.54,14.54,14.64,14.72,14.76,14.81,14.84,14.87,14.91,14.93,15.19,15.35,15.35,15.4,15.49,15.56,15.56,15.56,15.56,15.56,15.56
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210,1757435127985202.0,2023-02-13,15,65.8,4.39,1.44,1.75,2.4,2.85,3.31,3.4,3.7,3.7,3.7,3.83,4.13,4.15,4.16,4.16,4.18,4.22,4.25,4.46,4.58,4.6,4.6,5.4,5.51,5.51,5.51,5.51,5.51,5.51,5.51
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210代,1757433215363121.0,2023-02-10,2,16.68,8.34,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210代,1757433215363121.0,2023-02-11,53,99.09,1.87,17.4,20.64,21.69,24.16,25.46,27.02,27.2,27.35,27.51,27.66,27.72,27.98,28.0,28.24,28.25,28.26,28.36,28.37,28.45,28.54,28.57,28.63,28.69,28.92,29.04,29.04,29.04,29.04,29.04
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210代,1757433215363121.0,2023-02-12,65,98.98,1.52,14.3,20.51,22.99,24.26,24.92,25.15,25.16,25.19,25.19,25.19,25.21,25.28,25.35,25.46,25.53,25.78,25.84,25.91,25.98,26.03,26.1,26.29,26.5,26.65,26.65,26.65,26.65,26.65,26.65
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210代,1757433215363121.0,2023-02-13,35,65.01,1.86,8.12,8.98,10.05,11.1,12.19,12.84,14.15,14.65,15.54,16.17,16.86,17.11,17.13,17.15,17.16,17.17,17.18,17.19,17.2,17.23,17.29,17.45,17.47,17.47,17.47,17.47,17.47,17.47,17.47
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230228,1759072504795154.0,2023-03-01,75,100.0,1.33,24.24,29.47,31.96,34.92,37.12,38.33,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230228,1759072504795154.0,2023-03-02,107,99.29,0.93,21.46,30.86,35.88,39.95,42.11,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65,43.65
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230228,1759072504795154.0,2023-03-03,104,99.39,0.96,20.09,26.52,32.32,37.46,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94,39.94
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230228,1759072504795154.0,2023-03-04,85,99.77,1.17,12.93,15.11,17.54,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230228,1759072504795154.0,2023-03-05,80,99.46,1.24,11.5,14.07,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230228,1759072504795154.0,2023-03-06,67,99.95,1.49,6.03,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230228,1759072504795154.0,2023-03-07,2,,,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230228,1759072504795154.0,2023-03-08,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-09,203,87.01,0.43,20.45,29.81,35.25,38.17,40.13,42.0,43.34,45.58,49.89,51.85,53.1,55.46,58.2,59.42,61.81,64.92,66.95,67.59,68.85,69.72,71.2,72.41,74.59,77.08,79.55,82.08,86.1,86.1,86.1
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-10,120,50.87,0.42,15.09,22.5,27.1,29.36,32.04,33.17,33.95,34.87,35.1,35.23,35.94,36.65,37.13,37.94,38.79,39.85,40.27,40.78,42.22,43.24,43.9,44.32,44.75,45.56,46.35,47.4,47.4,47.4,47.4
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-11,308,141.8,0.46,24.23,33.46,39.05,44.35,47.94,50.65,54.49,57.17,59.6,61.08,62.09,64.61,67.3,69.41,72.26,73.92,75.82,77.51,78.92,79.91,81.79,83.06,85.02,87.24,89.63,89.63,89.63,89.63,89.63
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-12,248,81.01,0.33,17.65,27.85,35.69,39.82,44.03,46.43,49.62,51.82,55.25,58.08,58.99,61.36,63.52,65.56,67.24,69.84,73.19,74.62,76.65,78.26,79.44,81.48,84.82,89.21,89.21,89.21,89.21,89.21,89.21
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-13,234,84.3,0.36,17.91,26.66,31.94,33.96,36.96,38.33,40.72,41.99,44.67,47.55,50.58,51.75,54.0,55.67,57.95,59.08,60.07,62.26,64.42,65.71,68.26,71.01,72.83,72.83,72.83,72.83,72.83,72.83,72.83
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-14,28,,,0.34,1.33,1.57,1.95,1.98,2.09,2.46,2.58,2.62,2.9,3.2,3.42,3.78,4.03,4.25,4.43,4.85,5.06,5.19,5.42,5.79,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-15,8,,,0.11,0.17,0.24,0.3,0.3,0.4,0.4,0.4,0.42,0.46,0.49,0.51,0.52,0.54,0.55,0.55,0.55,0.55,0.55,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-16,3,,,0.02,0.05,0.07,0.07,0.08,0.19,0.2,0.25,0.3,0.4,0.48,0.49,0.51,0.65,0.67,0.68,0.69,0.72,0.78,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81
