Media Source,Campaign,Campaign Id,Cohort Day,Users,Cost,Average eCPI,revenue - sum - day 0 - partial,revenue - sum - day 1 - partial,revenue - sum - day 2 - partial,revenue - sum - day 3 - partial,revenue - sum - day 4 - partial,revenue - sum - day 5 - partial,revenue - sum - day 6 - partial,revenue - sum - day 7 - partial,revenue - sum - day 8 - partial,revenue - sum - day 9 - partial,revenue - sum - day 10 - partial,revenue - sum - day 11 - partial,revenue - sum - day 12 - partial,revenue - sum - day 13 - partial,revenue - sum - day 14 - partial,revenue - sum - day 15 - partial,revenue - sum - day 16 - partial,revenue - sum - day 17 - partial,revenue - sum - day 18 - partial,revenue - sum - day 19 - partial,revenue - sum - day 20 - partial,revenue - sum - day 21 - partial,revenue - sum - day 22 - partial,revenue - sum - day 23 - partial,revenue - sum - day 24 - partial,revenue - sum - day 25 - partial,revenue - sum - day 26 - partial,revenue - sum - day 27 - partial,revenue - sum - day 28 - partial
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-12,1088,89.37,0.08,38.35,49.46,55.1,58.48,60.83,62.81,65.35,66.87,68.46,69.82,70.78,72.34,73.82,75.13,76.33,77.27,78.18,78.76,79.3,79.92,80.46,80.91,81.58,82.26,82.26,82.26,82.26,82.26,82.26
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-13,1387,99.48,0.07,46.14,58.25,63.43,67.31,70.01,72.18,74.07,75.5,77.12,78.13,79.72,80.98,82.33,83.78,85.0,86.0,86.88,87.76,88.73,89.66,90.72,91.92,92.89,92.89,92.89,92.89,92.89,92.89,92.89
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-14,1394,98.1,0.07,46.16,58.87,64.78,68.87,71.52,73.62,75.65,77.4,78.83,80.54,82.24,83.71,85.08,86.33,87.62,88.71,89.8,90.9,91.57,92.71,93.71,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-15,1264,97.64,0.08,41.81,51.63,57.85,61.42,64.4,66.47,68.3,70.05,72.05,73.76,75.65,76.98,78.53,80.05,81.08,82.1,83.16,84.17,85.42,86.55,87.72,87.72,87.72,87.72,87.72,87.72,87.72,87.72,87.72
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-16,1250,93.11,0.07,36.98,49.87,55.16,58.66,61.53,63.71,65.86,68.81,71.34,73.4,75.3,76.94,78.74,80.05,81.37,82.51,83.44,84.57,85.7,86.68,86.68,86.68,86.68,86.68,86.68,86.68,86.68,86.68,86.68
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-17,1085,98.39,0.09,35.5,46.23,51.22,55.59,59.65,62.09,64.68,67.06,69.09,70.57,72.36,73.75,74.87,76.01,77.21,78.26,79.41,80.45,81.38,81.38,81.38,81.38,81.38,81.38,81.38,81.38,81.38,81.38,81.38
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-18,1145,105.61,0.09,41.5,53.11,59.5,63.68,66.69,69.38,71.47,73.84,76.38,78.23,79.92,80.94,81.86,83.17,84.3,86.03,87.8,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-19,1133,102.58,0.09,36.08,45.33,49.82,53.88,57.27,59.56,61.44,63.46,65.37,67.05,68.48,69.91,71.29,72.59,73.96,75.21,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-20,1045,100.91,0.1,34.93,46.84,52.0,56.67,60.12,63.01,65.52,67.22,68.57,69.58,70.83,72.22,73.32,74.37,75.2,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-21,1142,100.42,0.09,33.57,42.5,46.57,50.41,53.94,56.9,59.17,61.05,62.69,64.34,66.42,67.56,68.99,70.4,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-22,1027,98.22,0.1,33.67,44.05,48.5,51.53,54.66,56.77,58.47,59.88,60.9,61.89,63.03,64.34,65.6,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-23,1050,98.5,0.09,33.88,45.2,50.53,53.54,56.2,58.9,60.81,62.71,64.54,65.84,67.34,68.9,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-24,1002,98.77,0.1,33.95,43.9,50.16,55.96,59.57,62.31,64.36,66.58,68.46,70.04,71.46,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-25,1002,100.59,0.1,34.92,48.36,55.74,60.82,63.78,66.35,69.48,71.6,73.96,75.85,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-26,818,76.24,0.09,30.44,39.52,45.39,48.87,51.68,54.97,57.34,59.25,60.88,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-27,378,34.43,0.09,14.02,16.95,18.49,19.23,20.0,20.59,21.25,22.03,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-28,517,45.52,0.09,16.0,19.41,21.38,23.25,25.09,26.21,27.2,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-01,34,0.0,0.0,1.0,1.18,1.45,1.73,1.95,2.08,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-02,19,0.0,0.0,0.27,0.5,0.53,0.62,0.66,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-03,11,0.0,0.0,0.17,0.34,0.53,0.66,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-04,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-05,3,0.0,0.0,0.01,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-06,2,,,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-22,62,18.17,0.29,12.74,21.26,26.89,33.72,36.17,39.21,41.49,45.13,48.35,52.31,53.22,54.71,56.33,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-23,148,38.31,0.26,22.99,27.34,29.33,30.78,32.01,33.25,34.64,36.41,37.49,38.12,39.28,40.89,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-24,138,38.24,0.28,15.34,22.63,25.08,29.13,31.62,34.05,36.05,38.0,39.42,41.68,43.69,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-25,123,41.2,0.33,23.63,31.48,36.02,37.5,39.09,40.08,40.67,41.14,42.51,43.71,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-26,119,32.02,0.27,16.32,20.07,22.49,24.56,25.9,26.65,27.34,28.87,30.8,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-27,21,7.13,0.34,3.66,4.5,4.92,5.94,6.71,7.21,7.34,8.14,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-28,80,22.15,0.28,4.85,6.8,8.39,13.57,17.47,19.48,20.67,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-01,267,96.31,0.36,35.57,46.04,54.4,59.01,66.44,71.05,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-02,304,114.19,0.38,33.9,44.87,52.21,60.71,68.27,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-03,256,114.1,0.45,34.58,43.72,53.07,60.48,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-04,236,115.19,0.49,15.7,23.49,31.85,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-05,259,106.16,0.41,22.88,34.68,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-06,283,103.92,0.37,32.81,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-07,233,95.35,0.41,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-08,141,57.74,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-09,81,14.42,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-09,103,68.85,0.67,30.12,39.1,43.05,43.88,44.88,46.43,47.43,48.69,49.66,50.67,51.25,51.38,51.9,52.08,52.43,53.21,53.86,54.29,54.66,55.39,56.02,56.5,56.89,57.69,58.78,59.43,60.14,60.14,60.14
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-10,153,117.27,0.77,45.12,53.72,58.21,61.99,64.96,67.36,68.99,71.24,72.35,73.62,74.29,76.79,77.31,78.02,78.99,79.68,79.98,80.26,80.6,80.8,81.03,81.29,81.67,82.48,83.31,83.94,83.94,83.94,83.94
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-11,260,188.92,0.73,69.46,92.19,110.28,121.37,127.1,134.72,139.12,141.54,143.1,145.45,147.61,148.61,150.52,152.01,152.91,154.46,155.97,157.08,157.62,158.12,159.09,159.29,160.0,161.09,162.65,162.65,162.65,162.65,162.65
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-12,205,170.22,0.83,47.74,64.87,71.53,74.74,77.82,80.44,83.54,85.28,87.54,89.85,90.9,94.74,96.86,98.29,100.72,102.81,104.19,105.54,107.68,108.76,109.75,111.83,113.14,114.68,114.68,114.68,114.68,114.68,114.68
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-13,234,176.17,0.75,61.77,78.0,87.61,95.63,100.9,109.19,113.98,120.15,123.09,126.33,130.08,134.17,136.89,140.28,143.11,145.35,147.07,148.19,149.25,150.28,152.19,154.2,155.19,155.19,155.19,155.19,155.19,155.19,155.19
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-14,228,171.38,0.75,60.37,75.96,88.74,95.23,102.38,106.64,111.11,115.47,119.11,122.48,125.72,127.89,129.09,130.32,132.8,133.76,135.18,136.04,136.67,137.96,139.51,141.71,141.71,141.71,141.71,141.71,141.71,141.71,141.71
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-15,221,168.65,0.76,56.66,73.85,84.62,92.44,98.54,104.55,109.34,112.58,115.25,116.8,118.41,120.46,121.97,123.61,124.92,125.87,126.73,127.41,129.27,131.84,133.95,133.95,133.95,133.95,133.95,133.95,133.95,133.95,133.95
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-16,239,164.93,0.69,50.98,68.71,79.12,85.56,91.39,97.07,103.98,108.73,111.77,115.14,117.1,118.17,120.41,122.04,123.99,125.94,128.41,130.54,131.76,133.25,133.25,133.25,133.25,133.25,133.25,133.25,133.25,133.25,133.25
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-17,250,165.49,0.66,60.4,74.99,82.86,90.34,95.6,101.58,106.1,109.11,111.79,115.54,117.49,120.83,122.35,123.99,126.46,128.57,131.03,133.84,136.3,136.3,136.3,136.3,136.3,136.3,136.3,136.3,136.3,136.3,136.3
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-18,235,173.14,0.74,57.32,71.03,80.58,86.42,94.55,101.07,105.41,110.04,113.35,116.89,119.53,121.72,123.8,125.16,126.24,128.25,130.12,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22,132.22
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-19,250,175.03,0.7,54.67,70.73,82.13,93.06,100.16,106.34,109.81,114.46,118.24,122.67,126.56,129.47,131.16,133.35,136.7,140.27,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-20,251,178.97,0.71,67.81,90.84,103.22,112.81,119.61,124.68,128.55,132.38,134.65,137.16,140.16,142.57,143.89,146.26,149.71,152.51,152.51,152.51,152.51,152.51,152.51,152.51,152.51,152.51,152.51,152.51,152.51,152.51,152.51
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-21,265,170.56,0.64,45.89,60.35,71.97,79.03,83.92,86.77,90.13,94.09,96.14,98.48,100.04,100.9,102.55,105.1,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-22,248,167.43,0.68,57.91,70.56,79.21,85.37,89.28,92.52,95.44,98.59,100.41,102.76,104.89,107.58,112.02,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88,115.88
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-23,239,162.42,0.68,57.3,79.61,91.95,100.74,107.52,114.75,119.17,123.18,127.05,130.04,133.47,137.62,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-24,259,166.99,0.64,71.72,91.69,107.34,120.12,131.71,137.6,143.57,148.9,157.22,165.1,172.23,179.89,179.89,179.89,179.89,179.89,179.89,179.89,179.89,179.89,179.89,179.89,179.89,179.89,179.89,179.89,179.89,179.89,179.89
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-25,265,168.51,0.64,55.69,69.32,81.33,91.04,98.24,103.16,107.79,114.63,121.95,129.42,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71,136.71
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-26,218,140.41,0.64,42.15,56.38,68.59,81.89,89.6,95.56,100.74,104.6,107.67,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-27,143,96.07,0.67,47.09,62.64,70.36,74.74,80.48,84.51,87.34,91.24,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-28,189,130.34,0.69,36.56,44.33,51.74,56.44,61.2,66.32,72.04,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46,75.46
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-01,276,185.64,0.67,56.46,71.27,80.45,86.6,94.29,99.67,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19,106.19
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-02,288,196.92,0.68,59.28,77.17,87.11,96.99,106.62,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-03,273,196.83,0.72,63.13,82.97,97.16,110.78,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79,121.79
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-04,267,194.24,0.73,45.41,68.69,82.48,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-05,261,172.66,0.66,42.55,60.06,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-06,276,177.16,0.64,57.52,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53,77.53
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-07,231,167.39,0.72,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39,37.39
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-08,247,169.78,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-09,167,95.05,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-09,166,123.81,0.75,46.66,54.69,58.01,59.11,60.87,61.94,62.24,62.91,63.43,63.46,64.25,68.15,69.3,70.1,70.61,70.9,71.48,72.15,72.54,73.08,73.52,73.9,74.53,75.55,76.95,78.06,78.93,78.93,78.93
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-10,250,153.11,0.61,64.77,77.33,83.39,88.28,93.87,97.18,99.26,102.01,103.9,106.01,108.44,110.22,111.31,111.7,112.96,113.95,115.05,115.7,116.21,116.54,116.97,117.64,118.23,119.07,119.93,121.04,121.04,121.04,121.04
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-11,235,156.55,0.67,63.18,79.82,89.84,99.67,103.11,107.22,111.99,115.58,118.26,120.3,123.2,126.41,129.6,132.58,135.29,137.13,139.52,143.04,145.88,148.15,150.05,151.42,154.25,156.05,158.55,158.55,158.55,158.55,158.55
